"from","to","n","from_iso","to_iso"
"Germany","Senegal",0,"DEU","SEN"
"Ghana","Senegal",0,"GHA","SEN"
"Gibraltar","Senegal",0,"GIB","SEN"
"Greece","Senegal",0,"GRC","SEN"
"Greenland","Senegal",0,"GRL","SEN"
"Grenada","Senegal",0,"GRD","SEN"
"Guam","Senegal",0,"GUM","SEN"
"Guatemala","Senegal",0,"GTM","SEN"
"Guinea","Senegal",80773.0217725359,"GIN","SEN"
"Guinea-Bissau","Senegal",24154.7722365244,"GNB","SEN"
"Guyana","Senegal",0,"GUY","SEN"
"Haiti","Senegal",0,"HTI","SEN"
"Honduras","Senegal",0,"HND","SEN"
"Hong Kong, China","Senegal",0,"HKG","SEN"
"Hungary","Senegal",0,"HUN","SEN"
"Iceland","Senegal",0,"ISL","SEN"
"India","Senegal",0,"IND","SEN"
"Indonesia","Senegal",0,"IDN","SEN"
"Iran, Islamic Rep.","Senegal",0,"IRN","SEN"
"Iraq","Senegal",0,"IRQ","SEN"
"Ireland","Senegal",0,"IRL","SEN"
"Isle of Man","Senegal",0,"IMN","SEN"
"Israel","Senegal",0,"ISR","SEN"
"Italy","Senegal",0,"ITA","SEN"
"Jamaica","Senegal",0,"JAM","SEN"
"Japan","Senegal",0,"JPN","SEN"
"Jordan","Senegal",0,"JOR","SEN"
"Kazakhstan","Senegal",0,"KAZ","SEN"
"Kenya","Senegal",0,"KEN","SEN"
"Kiribati","Senegal",0,"KIR","SEN"
"Korea, Dem. Rep.","Senegal",0,"PRK","SEN"
"Korea, Rep.","Senegal",0,"KOR","SEN"
"Kosovo","Senegal",0,"KOS","SEN"
"Kuwait","Senegal",0,"KWT","SEN"
"Kyrgyz Republic","Senegal",0,"KGZ","SEN"
"Lao PDR","Senegal",0,"LAO","SEN"
"Latvia","Senegal",0,"LVA","SEN"
"Lebanon","Senegal",553.354726695803,"LBN","SEN"
"Lesotho","Senegal",0,"LSO","SEN"
"Liberia","Senegal",0,"LBR","SEN"
"Libya","Senegal",0,"LBY","SEN"
"Liechtenstein","Senegal",0,"LIE","SEN"
"Lithuania","Senegal",0,"LTU","SEN"
"Luxembourg","Senegal",0,"LUX","SEN"
"Macao, China","Senegal",0,"MAC","SEN"
"Macedonia, FYR","Senegal",0,"MKD","SEN"
"Madagascar","Senegal",0,"MDG","SEN"
"Malawi","Senegal",0,"MWI","SEN"
"Malaysia","Senegal",0,"MYS","SEN"
"Maldives","Senegal",0,"MDV","SEN"
"Mali","Senegal",17501.9392723862,"MLI","SEN"
"Malta","Senegal",0,"MLT","SEN"
"Marshall Islands","Senegal",0,"MHL","SEN"
"Mauritania","Senegal",29600.2857969626,"MRT","SEN"
"Mauritius","Senegal",0,"MUS","SEN"
"Mayotte","Senegal",0,"MYT","SEN"
"Mexico","Senegal",0,"MEX","SEN"
"Micronesia, Fed. Sts.","Senegal",0,"FSM","SEN"
"Moldova","Senegal",0,"MDA","SEN"
"Monaco","Senegal",0,"MCO","SEN"
"Mongolia","Senegal",0,"MNG","SEN"
"Montenegro","Senegal",0,"MNE","SEN"
"Morocco","Senegal",3194.36592228941,"MAR","SEN"
"Mozambique","Senegal",0,"MOZ","SEN"
"Myanmar","Senegal",0,"MMR","SEN"
"Namibia","Senegal",0,"NAM","SEN"
"Nepal","Senegal",0,"NPL","SEN"
"Netherlands","Senegal",0,"NLD","SEN"
"Netherlands Antilles","Senegal",0,"ANT","SEN"
"New Caledonia","Senegal",0,"NCL","SEN"
"New Zealand","Senegal",0,"NZL","SEN"
"Nicaragua","Senegal",0,"NIC","SEN"
"Niger","Senegal",0,"NER","SEN"
"Nigeria","Senegal",0,"NGA","SEN"
"Northern Mariana Islands","Senegal",0,"MNP","SEN"
"Norway","Senegal",0,"NOR","SEN"
"Oman","Senegal",0,"OMN","SEN"
"Pakistan","Senegal",0,"PAK","SEN"
"Palau","Senegal",0,"PLW","SEN"
"Panama","Senegal",0,"PAN","SEN"
"Papua New Guinea","Senegal",0,"PNG","SEN"
"Paraguay","Senegal",0,"PRY","SEN"
"Peru","Senegal",0,"PER","SEN"
"Philippines","Senegal",0,"PHL","SEN"
"Poland","Senegal",0,"POL","SEN"
"Portugal","Senegal",0,"PRT","SEN"
"Puerto Rico","Senegal",0,"PRI","SEN"
"Qatar","Senegal",0,"QAT","SEN"
"Romania","Senegal",0,"ROU","SEN"
"Russian Federation","Senegal",0,"RUS","SEN"
"Rwanda","Senegal",0,"RWA","SEN"
"Samoa","Senegal",0,"WSM","SEN"
"San Marino","Senegal",0,"SMR","SEN"
"São Tomé and Principe","Senegal",0,"STP","SEN"
"Saudi Arabia","Senegal",0,"SAU","SEN"
"Senegal","Senegal",0,"SEN","SEN"
"Serbia","Senegal",0,"SRB","SEN"
"Seychelles","Senegal",0,"SYC","SEN"
"Sierra Leone","Senegal",0,"SLE","SEN"
"Singapore","Senegal",0,"SGP","SEN"
"Slovak Republic","Senegal",0,"SVK","SEN"
"Slovenia","Senegal",0,"SVN","SEN"
"Solomon Islands","Senegal",0,"SLB","SEN"
"Somalia","Senegal",0,"SOM","SEN"
"South Africa","Senegal",0,"ZAF","SEN"
"Spain","Senegal",0,"ESP","SEN"
"Sri Lanka","Senegal",0,"LKA","SEN"
"St. Kitts and Nevis","Senegal",0,"KNA","SEN"
"St. Lucia","Senegal",0,"LCA","SEN"
"St. Vincent and the Grenadines","Senegal",0,"VCT","SEN"
"Sudan","Senegal",0,"SDN","SEN"
"Suriname","Senegal",0,"SUR","SEN"
"Swaziland","Senegal",0,"SWZ","SEN"
"Sweden","Senegal",0,"SWE","SEN"
"Switzerland","Senegal",0,"CHE","SEN"
"Syrian Arab Republic","Senegal",1358.23432916243,"SYR","SEN"
"Tajikistan","Senegal",0,"TJK","SEN"
"Tanzania","Senegal",0,"TZA","SEN"
"Thailand","Senegal",0,"THA","SEN"
"Timor-Leste","Senegal",0,"TLS","SEN"
"Togo","Senegal",0,"TGO","SEN"
"Tonga","Senegal",0,"TON","SEN"
"Trinidad and Tobago","Senegal",0,"TTO","SEN"
"Tunisia","Senegal",0,"TUN","SEN"
"Turkey","Senegal",0,"TUR","SEN"
"Turkmenistan","Senegal",0,"TKM","SEN"
"Turks and Caicos Islands","Senegal",0,"TCA","SEN"
"Tuvalu","Senegal",0,"TUV","SEN"
"Uganda","Senegal",0,"UGA","SEN"
"Ukraine","Senegal",0,"UKR","SEN"
"United Arab Emirates","Senegal",0,"ARE","SEN"
"United Kingdom","Senegal",0,"GBR","SEN"
"United States","Senegal",758.766708575306,"USA","SEN"
"Uruguay","Senegal",0,"URY","SEN"
"Uzbekistan","Senegal",0,"UZB","SEN"
"Vanuatu","Senegal",0,"VUT","SEN"
"Venezuela, RB","Senegal",0,"VEN","SEN"
"Vietnam","Senegal",0,"VNM","SEN"
"Virgin Islands (U.S.)","Senegal",0,"VIR","SEN"
"West Bank and Gaza","Senegal",0,"PSE","SEN"
"Yemen, Rep.","Senegal",0,"YEM","SEN"
"Zambia","Senegal",0,"ZMB","SEN"
"Zimbabwe","Senegal",0,"ZWE","SEN"
"Other South","Senegal",17912.4417487385,NA,"SEN"
"Other North","Senegal",1865.79764937358,NA,"SEN"
"Afghanistan","Serbia",NA,"AFG","SRB"
"Albania","Serbia",NA,"ALB","SRB"
"Algeria","Serbia",NA,"DZA","SRB"
"American Samoa","Serbia",NA,"ASM","SRB"
"Andorra","Serbia",NA,"AND","SRB"
"Angola","Serbia",NA,"AGO","SRB"
"Antigua and Barbuda","Serbia",NA,"ATG","SRB"
"Argentina","Serbia",NA,"ARG","SRB"
"Armenia","Serbia",NA,"ARM","SRB"
"Aruba","Serbia",NA,"ABW","SRB"
"Australia","Serbia",NA,"AUS","SRB"
"Austria","Serbia",NA,"AUT","SRB"
"Azerbaijan","Serbia",NA,"AZE","SRB"
"Bahamas, The","Serbia",NA,"BHS","SRB"
"Bahrain","Serbia",NA,"BHR","SRB"
"Bangladesh","Serbia",NA,"BGD","SRB"
"Barbados","Serbia",NA,"BRB","SRB"
"Belarus","Serbia",NA,"BLR","SRB"
"Belgium","Serbia",NA,"BEL","SRB"
"Belize","Serbia",NA,"BLZ","SRB"
"Benin","Serbia",NA,"BEN","SRB"
"Bermuda","Serbia",NA,"BMU","SRB"
"Bhutan","Serbia",NA,"BTN","SRB"
"Bolivia","Serbia",NA,"BOL","SRB"
"Bosnia and Herzegovina","Serbia",NA,"BIH","SRB"
"Botswana","Serbia",NA,"BWA","SRB"
"Brazil","Serbia",NA,"BRA","SRB"
"Brunei Darussalam","Serbia",NA,"BRN","SRB"
"Bulgaria","Serbia",NA,"BGR","SRB"
"Burkina Faso","Serbia",NA,"BFA","SRB"
"Burundi","Serbia",NA,"BDI","SRB"
"Cambodia","Serbia",NA,"KHM","SRB"
"Cameroon","Serbia",NA,"CMR","SRB"
"Canada","Serbia",NA,"CAN","SRB"
"Cape Verde","Serbia",NA,"CPV","SRB"
"Cayman Islands","Serbia",NA,"CYM","SRB"
"Central African Republic","Serbia",NA,"CAF","SRB"
"Chad","Serbia",NA,"TCD","SRB"
"Channel Islands","Serbia",NA,"","SRB"
"Chile","Serbia",NA,"CHL","SRB"
"China","Serbia",NA,"CHN","SRB"
"Colombia","Serbia",NA,"COL","SRB"
"Comoros","Serbia",NA,"COM","SRB"
"Congo, Dem. Rep.","Serbia",NA,"COD","SRB"
"Congo, Rep.","Serbia",NA,"COG","SRB"
"Costa Rica","Serbia",NA,"CRI","SRB"
"Côte d'Ivoire","Serbia",NA,"CIV","SRB"
"Croatia","Serbia",NA,"HRV","SRB"
"Cuba","Serbia",NA,"CUB","SRB"
"Cyprus","Serbia",NA,"CYP","SRB"
"Czech Republic","Serbia",NA,"CZE","SRB"
"Denmark","Serbia",NA,"DNK","SRB"
"Djibouti","Serbia",NA,"DJI","SRB"
"Dominica","Serbia",NA,"DMA","SRB"
"Dominican Republic","Serbia",NA,"DOM","SRB"
"Ecuador","Serbia",NA,"ECU","SRB"
"Egypt, Arab Rep.","Serbia",NA,"EGY","SRB"
"El Salvador","Serbia",NA,"SLV","SRB"
"Equatorial Guinea","Serbia",NA,"GNQ","SRB"
"Eritrea","Serbia",NA,"ERI","SRB"
"Estonia","Serbia",NA,"EST","SRB"
"Ethiopia","Serbia",NA,"ETH","SRB"
"Faeroe Islands","Serbia",NA,"FRO","SRB"
"Fiji","Serbia",NA,"FJI","SRB"
"Finland","Serbia",NA,"FIN","SRB"
"France","Serbia",NA,"FRA","SRB"
"French Polynesia","Serbia",NA,"PYF","SRB"
"Gabon","Serbia",NA,"GAB","SRB"
"Gambia, The","Serbia",NA,"GMB","SRB"
"Georgia","Serbia",NA,"GEO","SRB"
"Germany","Serbia",NA,"DEU","SRB"
"Ghana","Serbia",NA,"GHA","SRB"
"Gibraltar","Serbia",NA,"GIB","SRB"
"Greece","Serbia",NA,"GRC","SRB"
"Greenland","Serbia",NA,"GRL","SRB"
"Grenada","Serbia",NA,"GRD","SRB"
"Guam","Serbia",NA,"GUM","SRB"
"Guatemala","Serbia",NA,"GTM","SRB"
"Guinea","Serbia",NA,"GIN","SRB"
"Guinea-Bissau","Serbia",NA,"GNB","SRB"
"Guyana","Serbia",NA,"GUY","SRB"
"Haiti","Serbia",NA,"HTI","SRB"
"Honduras","Serbia",NA,"HND","SRB"
"Hong Kong, China","Serbia",NA,"HKG","SRB"
"Hungary","Serbia",NA,"HUN","SRB"
"Iceland","Serbia",NA,"ISL","SRB"
"India","Serbia",NA,"IND","SRB"
"Indonesia","Serbia",NA,"IDN","SRB"
"Iran, Islamic Rep.","Serbia",NA,"IRN","SRB"
"Iraq","Serbia",NA,"IRQ","SRB"
"Ireland","Serbia",NA,"IRL","SRB"
"Isle of Man","Serbia",NA,"IMN","SRB"
"Israel","Serbia",NA,"ISR","SRB"
"Italy","Serbia",NA,"ITA","SRB"
"Jamaica","Serbia",NA,"JAM","SRB"
"Japan","Serbia",NA,"JPN","SRB"
"Jordan","Serbia",NA,"JOR","SRB"
"Kazakhstan","Serbia",NA,"KAZ","SRB"
"Kenya","Serbia",NA,"KEN","SRB"
"Kiribati","Serbia",NA,"KIR","SRB"
"Korea, Dem. Rep.","Serbia",NA,"PRK","SRB"
"Korea, Rep.","Serbia",NA,"KOR","SRB"
"Kosovo","Serbia",NA,"KOS","SRB"
"Kuwait","Serbia",NA,"KWT","SRB"
"Kyrgyz Republic","Serbia",NA,"KGZ","SRB"
"Lao PDR","Serbia",NA,"LAO","SRB"
"Latvia","Serbia",NA,"LVA","SRB"
"Lebanon","Serbia",NA,"LBN","SRB"
"Lesotho","Serbia",NA,"LSO","SRB"
"Liberia","Serbia",NA,"LBR","SRB"
"Libya","Serbia",NA,"LBY","SRB"
"Liechtenstein","Serbia",NA,"LIE","SRB"
"Lithuania","Serbia",NA,"LTU","SRB"
"Luxembourg","Serbia",NA,"LUX","SRB"
"Macao, China","Serbia",NA,"MAC","SRB"
"Macedonia, FYR","Serbia",NA,"MKD","SRB"
"Madagascar","Serbia",NA,"MDG","SRB"
"Malawi","Serbia",NA,"MWI","SRB"
"Malaysia","Serbia",NA,"MYS","SRB"
"Maldives","Serbia",NA,"MDV","SRB"
"Mali","Serbia",NA,"MLI","SRB"
"Malta","Serbia",NA,"MLT","SRB"
"Marshall Islands","Serbia",NA,"MHL","SRB"
"Mauritania","Serbia",NA,"MRT","SRB"
"Mauritius","Serbia",NA,"MUS","SRB"
"Mayotte","Serbia",NA,"MYT","SRB"
"Mexico","Serbia",NA,"MEX","SRB"
"Micronesia, Fed. Sts.","Serbia",NA,"FSM","SRB"
"Moldova","Serbia",NA,"MDA","SRB"
"Monaco","Serbia",NA,"MCO","SRB"
"Mongolia","Serbia",NA,"MNG","SRB"
"Montenegro","Serbia",NA,"MNE","SRB"
"Morocco","Serbia",NA,"MAR","SRB"
"Mozambique","Serbia",NA,"MOZ","SRB"
"Myanmar","Serbia",NA,"MMR","SRB"
"Namibia","Serbia",NA,"NAM","SRB"
"Nepal","Serbia",NA,"NPL","SRB"
"Netherlands","Serbia",NA,"NLD","SRB"
"Netherlands Antilles","Serbia",NA,"ANT","SRB"
"New Caledonia","Serbia",NA,"NCL","SRB"
"New Zealand","Serbia",NA,"NZL","SRB"
"Nicaragua","Serbia",NA,"NIC","SRB"
"Niger","Serbia",NA,"NER","SRB"
"Nigeria","Serbia",NA,"NGA","SRB"
"Northern Mariana Islands","Serbia",NA,"MNP","SRB"
"Norway","Serbia",NA,"NOR","SRB"
"Oman","Serbia",NA,"OMN","SRB"
"Pakistan","Serbia",NA,"PAK","SRB"
"Palau","Serbia",NA,"PLW","SRB"
"Panama","Serbia",NA,"PAN","SRB"
"Papua New Guinea","Serbia",NA,"PNG","SRB"
"Paraguay","Serbia",NA,"PRY","SRB"
"Peru","Serbia",NA,"PER","SRB"
"Philippines","Serbia",NA,"PHL","SRB"
"Poland","Serbia",NA,"POL","SRB"
"Portugal","Serbia",NA,"PRT","SRB"
"Puerto Rico","Serbia",NA,"PRI","SRB"
"Qatar","Serbia",NA,"QAT","SRB"
"Romania","Serbia",NA,"ROU","SRB"
"Russian Federation","Serbia",NA,"RUS","SRB"
"Rwanda","Serbia",NA,"RWA","SRB"
"Samoa","Serbia",NA,"WSM","SRB"
"San Marino","Serbia",NA,"SMR","SRB"
"São Tomé and Principe","Serbia",NA,"STP","SRB"
"Saudi Arabia","Serbia",NA,"SAU","SRB"
"Senegal","Serbia",NA,"SEN","SRB"
"Serbia","Serbia",NA,"SRB","SRB"
"Seychelles","Serbia",NA,"SYC","SRB"
"Sierra Leone","Serbia",NA,"SLE","SRB"
"Singapore","Serbia",NA,"SGP","SRB"
"Slovak Republic","Serbia",NA,"SVK","SRB"
"Slovenia","Serbia",NA,"SVN","SRB"
"Solomon Islands","Serbia",NA,"SLB","SRB"
"Somalia","Serbia",NA,"SOM","SRB"
"South Africa","Serbia",NA,"ZAF","SRB"
"Spain","Serbia",NA,"ESP","SRB"
"Sri Lanka","Serbia",NA,"LKA","SRB"
"St. Kitts and Nevis","Serbia",NA,"KNA","SRB"
"St. Lucia","Serbia",NA,"LCA","SRB"
"St. Vincent and the Grenadines","Serbia",NA,"VCT","SRB"
"Sudan","Serbia",NA,"SDN","SRB"
"Suriname","Serbia",NA,"SUR","SRB"
"Swaziland","Serbia",NA,"SWZ","SRB"
"Sweden","Serbia",NA,"SWE","SRB"
"Switzerland","Serbia",NA,"CHE","SRB"
"Syrian Arab Republic","Serbia",NA,"SYR","SRB"
"Tajikistan","Serbia",NA,"TJK","SRB"
"Tanzania","Serbia",NA,"TZA","SRB"
"Thailand","Serbia",NA,"THA","SRB"
"Timor-Leste","Serbia",NA,"TLS","SRB"
"Togo","Serbia",NA,"TGO","SRB"
"Tonga","Serbia",NA,"TON","SRB"
"Trinidad and Tobago","Serbia",NA,"TTO","SRB"
"Tunisia","Serbia",NA,"TUN","SRB"
"Turkey","Serbia",NA,"TUR","SRB"
"Turkmenistan","Serbia",NA,"TKM","SRB"
"Turks and Caicos Islands","Serbia",NA,"TCA","SRB"
"Tuvalu","Serbia",NA,"TUV","SRB"
"Uganda","Serbia",NA,"UGA","SRB"
"Ukraine","Serbia",NA,"UKR","SRB"
"United Arab Emirates","Serbia",NA,"ARE","SRB"
"United Kingdom","Serbia",NA,"GBR","SRB"
"United States","Serbia",NA,"USA","SRB"
"Uruguay","Serbia",NA,"URY","SRB"
"Uzbekistan","Serbia",NA,"UZB","SRB"
"Vanuatu","Serbia",NA,"VUT","SRB"
"Venezuela, RB","Serbia",NA,"VEN","SRB"
"Vietnam","Serbia",NA,"VNM","SRB"
"Virgin Islands (U.S.)","Serbia",NA,"VIR","SRB"
"West Bank and Gaza","Serbia",NA,"PSE","SRB"
"Yemen, Rep.","Serbia",NA,"YEM","SRB"
"Zambia","Serbia",NA,"ZMB","SRB"
"Zimbabwe","Serbia",NA,"ZWE","SRB"
"Other South","Serbia",NA,NA,"SRB"
"Other North","Serbia",NA,NA,"SRB"
"Afghanistan","Seychelles",NA,"AFG","SYC"
"Albania","Seychelles",NA,"ALB","SYC"
"Algeria","Seychelles",NA,"DZA","SYC"
"American Samoa","Seychelles",NA,"ASM","SYC"
"Andorra","Seychelles",NA,"AND","SYC"
"Angola","Seychelles",NA,"AGO","SYC"
"Antigua and Barbuda","Seychelles",NA,"ATG","SYC"
"Argentina","Seychelles",NA,"ARG","SYC"
"Armenia","Seychelles",NA,"ARM","SYC"
"Aruba","Seychelles",NA,"ABW","SYC"
"Australia","Seychelles",NA,"AUS","SYC"
"Austria","Seychelles",NA,"AUT","SYC"
"Azerbaijan","Seychelles",NA,"AZE","SYC"
"Bahamas, The","Seychelles",NA,"BHS","SYC"
"Bahrain","Seychelles",NA,"BHR","SYC"
"Bangladesh","Seychelles",NA,"BGD","SYC"
"Barbados","Seychelles",NA,"BRB","SYC"
"Belarus","Seychelles",NA,"BLR","SYC"
"Belgium","Seychelles",NA,"BEL","SYC"
"Belize","Seychelles",NA,"BLZ","SYC"
"Benin","Seychelles",NA,"BEN","SYC"
"Bermuda","Seychelles",NA,"BMU","SYC"
"Bhutan","Seychelles",NA,"BTN","SYC"
"Bolivia","Seychelles",NA,"BOL","SYC"
"Bosnia and Herzegovina","Seychelles",NA,"BIH","SYC"
"Botswana","Seychelles",NA,"BWA","SYC"
"Brazil","Seychelles",NA,"BRA","SYC"
"Brunei Darussalam","Seychelles",NA,"BRN","SYC"
"Bulgaria","Seychelles",NA,"BGR","SYC"
"Burkina Faso","Seychelles",NA,"BFA","SYC"
"Burundi","Seychelles",NA,"BDI","SYC"
"Cambodia","Seychelles",NA,"KHM","SYC"
"Cameroon","Seychelles",NA,"CMR","SYC"
"Canada","Seychelles",NA,"CAN","SYC"
"Cape Verde","Seychelles",NA,"CPV","SYC"
"Cayman Islands","Seychelles",NA,"CYM","SYC"
"Central African Republic","Seychelles",NA,"CAF","SYC"
"Chad","Seychelles",NA,"TCD","SYC"
"Channel Islands","Seychelles",NA,"","SYC"
"Chile","Seychelles",NA,"CHL","SYC"
"China","Seychelles",NA,"CHN","SYC"
"Colombia","Seychelles",NA,"COL","SYC"
"Comoros","Seychelles",NA,"COM","SYC"
"Congo, Dem. Rep.","Seychelles",NA,"COD","SYC"
"Congo, Rep.","Seychelles",NA,"COG","SYC"
"Costa Rica","Seychelles",NA,"CRI","SYC"
"Côte d'Ivoire","Seychelles",NA,"CIV","SYC"
"Croatia","Seychelles",NA,"HRV","SYC"
"Cuba","Seychelles",NA,"CUB","SYC"
"Cyprus","Seychelles",NA,"CYP","SYC"
"Czech Republic","Seychelles",NA,"CZE","SYC"
"Denmark","Seychelles",NA,"DNK","SYC"
"Djibouti","Seychelles",NA,"DJI","SYC"
"Dominica","Seychelles",NA,"DMA","SYC"
"Dominican Republic","Seychelles",NA,"DOM","SYC"
"Ecuador","Seychelles",NA,"ECU","SYC"
"Egypt, Arab Rep.","Seychelles",NA,"EGY","SYC"
"El Salvador","Seychelles",NA,"SLV","SYC"
"Equatorial Guinea","Seychelles",NA,"GNQ","SYC"
"Eritrea","Seychelles",NA,"ERI","SYC"
"Estonia","Seychelles",NA,"EST","SYC"
"Ethiopia","Seychelles",NA,"ETH","SYC"
"Faeroe Islands","Seychelles",NA,"FRO","SYC"
"Fiji","Seychelles",NA,"FJI","SYC"
"Finland","Seychelles",NA,"FIN","SYC"
"France","Seychelles",NA,"FRA","SYC"
"French Polynesia","Seychelles",NA,"PYF","SYC"
"Gabon","Seychelles",NA,"GAB","SYC"
"Gambia, The","Seychelles",NA,"GMB","SYC"
"Georgia","Seychelles",NA,"GEO","SYC"
"Germany","Seychelles",NA,"DEU","SYC"
"Ghana","Seychelles",NA,"GHA","SYC"
"Gibraltar","Seychelles",NA,"GIB","SYC"
"Greece","Seychelles",NA,"GRC","SYC"
"Greenland","Seychelles",NA,"GRL","SYC"
"Grenada","Seychelles",NA,"GRD","SYC"
"Guam","Seychelles",NA,"GUM","SYC"
"Guatemala","Seychelles",NA,"GTM","SYC"
"Guinea","Seychelles",NA,"GIN","SYC"
"Guinea-Bissau","Seychelles",NA,"GNB","SYC"
"Guyana","Seychelles",NA,"GUY","SYC"
"Haiti","Seychelles",NA,"HTI","SYC"
"Honduras","Seychelles",NA,"HND","SYC"
"Hong Kong, China","Seychelles",NA,"HKG","SYC"
"Hungary","Seychelles",NA,"HUN","SYC"
"Iceland","Seychelles",NA,"ISL","SYC"
"India","Seychelles",NA,"IND","SYC"
"Indonesia","Seychelles",NA,"IDN","SYC"
"Iran, Islamic Rep.","Seychelles",NA,"IRN","SYC"
"Iraq","Seychelles",NA,"IRQ","SYC"
"Ireland","Seychelles",NA,"IRL","SYC"
"Isle of Man","Seychelles",NA,"IMN","SYC"
"Israel","Seychelles",NA,"ISR","SYC"
"Italy","Seychelles",NA,"ITA","SYC"
"Jamaica","Seychelles",NA,"JAM","SYC"
"Japan","Seychelles",NA,"JPN","SYC"
"Jordan","Seychelles",NA,"JOR","SYC"
"Kazakhstan","Seychelles",NA,"KAZ","SYC"
"Kenya","Seychelles",NA,"KEN","SYC"
"Kiribati","Seychelles",NA,"KIR","SYC"
"Korea, Dem. Rep.","Seychelles",NA,"PRK","SYC"
"Korea, Rep.","Seychelles",NA,"KOR","SYC"
"Kosovo","Seychelles",NA,"KOS","SYC"
"Kuwait","Seychelles",NA,"KWT","SYC"
"Kyrgyz Republic","Seychelles",NA,"KGZ","SYC"
"Lao PDR","Seychelles",NA,"LAO","SYC"
"Latvia","Seychelles",NA,"LVA","SYC"
"Lebanon","Seychelles",NA,"LBN","SYC"
"Lesotho","Seychelles",NA,"LSO","SYC"
"Liberia","Seychelles",NA,"LBR","SYC"
"Libya","Seychelles",NA,"LBY","SYC"
"Liechtenstein","Seychelles",NA,"LIE","SYC"
"Lithuania","Seychelles",NA,"LTU","SYC"
"Luxembourg","Seychelles",NA,"LUX","SYC"
"Macao, China","Seychelles",NA,"MAC","SYC"
"Macedonia, FYR","Seychelles",NA,"MKD","SYC"
"Madagascar","Seychelles",NA,"MDG","SYC"
"Malawi","Seychelles",NA,"MWI","SYC"
"Malaysia","Seychelles",NA,"MYS","SYC"
"Maldives","Seychelles",NA,"MDV","SYC"
"Mali","Seychelles",NA,"MLI","SYC"
"Malta","Seychelles",NA,"MLT","SYC"
"Marshall Islands","Seychelles",NA,"MHL","SYC"
"Mauritania","Seychelles",NA,"MRT","SYC"
"Mauritius","Seychelles",NA,"MUS","SYC"
"Mayotte","Seychelles",NA,"MYT","SYC"
"Mexico","Seychelles",NA,"MEX","SYC"
"Micronesia, Fed. Sts.","Seychelles",NA,"FSM","SYC"
"Moldova","Seychelles",NA,"MDA","SYC"
"Monaco","Seychelles",NA,"MCO","SYC"
"Mongolia","Seychelles",NA,"MNG","SYC"
"Montenegro","Seychelles",NA,"MNE","SYC"
"Morocco","Seychelles",NA,"MAR","SYC"
"Mozambique","Seychelles",NA,"MOZ","SYC"
"Myanmar","Seychelles",NA,"MMR","SYC"
"Namibia","Seychelles",NA,"NAM","SYC"
"Nepal","Seychelles",NA,"NPL","SYC"
"Netherlands","Seychelles",NA,"NLD","SYC"
"Netherlands Antilles","Seychelles",NA,"ANT","SYC"
"New Caledonia","Seychelles",NA,"NCL","SYC"
"New Zealand","Seychelles",NA,"NZL","SYC"
"Nicaragua","Seychelles",NA,"NIC","SYC"
"Niger","Seychelles",NA,"NER","SYC"
"Nigeria","Seychelles",NA,"NGA","SYC"
"Northern Mariana Islands","Seychelles",NA,"MNP","SYC"
"Norway","Seychelles",NA,"NOR","SYC"
"Oman","Seychelles",NA,"OMN","SYC"
"Pakistan","Seychelles",NA,"PAK","SYC"
"Palau","Seychelles",NA,"PLW","SYC"
"Panama","Seychelles",NA,"PAN","SYC"
"Papua New Guinea","Seychelles",NA,"PNG","SYC"
"Paraguay","Seychelles",NA,"PRY","SYC"
"Peru","Seychelles",NA,"PER","SYC"
"Philippines","Seychelles",NA,"PHL","SYC"
"Poland","Seychelles",NA,"POL","SYC"
"Portugal","Seychelles",NA,"PRT","SYC"
"Puerto Rico","Seychelles",NA,"PRI","SYC"
"Qatar","Seychelles",NA,"QAT","SYC"
"Romania","Seychelles",NA,"ROU","SYC"
"Russian Federation","Seychelles",NA,"RUS","SYC"
"Rwanda","Seychelles",NA,"RWA","SYC"
"Samoa","Seychelles",NA,"WSM","SYC"
"San Marino","Seychelles",NA,"SMR","SYC"
"São Tomé and Principe","Seychelles",NA,"STP","SYC"
"Saudi Arabia","Seychelles",NA,"SAU","SYC"
"Senegal","Seychelles",NA,"SEN","SYC"
"Serbia","Seychelles",NA,"SRB","SYC"
"Seychelles","Seychelles",NA,"SYC","SYC"
"Sierra Leone","Seychelles",NA,"SLE","SYC"
"Singapore","Seychelles",NA,"SGP","SYC"
"Slovak Republic","Seychelles",NA,"SVK","SYC"
"Slovenia","Seychelles",NA,"SVN","SYC"
"Solomon Islands","Seychelles",NA,"SLB","SYC"
"Somalia","Seychelles",NA,"SOM","SYC"
"South Africa","Seychelles",NA,"ZAF","SYC"
"Spain","Seychelles",NA,"ESP","SYC"
"Sri Lanka","Seychelles",NA,"LKA","SYC"
"St. Kitts and Nevis","Seychelles",NA,"KNA","SYC"
"St. Lucia","Seychelles",NA,"LCA","SYC"
"St. Vincent and the Grenadines","Seychelles",NA,"VCT","SYC"
"Sudan","Seychelles",NA,"SDN","SYC"
"Suriname","Seychelles",NA,"SUR","SYC"
"Swaziland","Seychelles",NA,"SWZ","SYC"
"Sweden","Seychelles",NA,"SWE","SYC"
"Switzerland","Seychelles",NA,"CHE","SYC"
"Syrian Arab Republic","Seychelles",NA,"SYR","SYC"
"Tajikistan","Seychelles",NA,"TJK","SYC"
"Tanzania","Seychelles",NA,"TZA","SYC"
